,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
Fam168b,0.17160705,0.13533406,0.18576089,0.04727115,0.04727115,0.0,0.0,0.04752237,0.0,0.04066055,0.04066055,0.07877381,0.124317646,0.11814206,0.072518826,0.074499205,0.042561535,0.0,0.0,0.072861135,0.056682955,0.20841995,0.151737,0.0,0.0,0.16155839,0.15338534,0.06710611,0.0,0.0,0.0,0.0,0.0,0.10126877,0.07959422,0.07959422,0.11027827,0.2884646,0.2884646
Uggt1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.049397033,0.049397033,0.049397033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06710611,0.06710611,0.0,0.0,0.1044535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kansl3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.040981326,0.040981326,0.040981326,0.0,0.04767991,0.04767991,0.04767991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07115915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Actr1b,0.47090706,0.28772634,0.15728828,0.13195598,0.06262643,0.100317046,0.14160892,0.23360968,0.22649996,0.3106293,0.3092708,0.2635708,0.27582368,0.38281462,0.2892508,0.1726332,0.0,0.1645843,0.23826128,0.27531514,0.06362837,0.12870605,0.12014541,0.056517042,0.24972144,0.0815656,0.0,0.0,0.2271342,0.30571228,0.2982928,0.17195262,0.080924466,0.1865578,0.27518106,0.08862327,0.08862327,0.13100998,0.13100998
Tmem131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08084252,0.08084252,0.0,0.09357689,0.094451346,0.0,0.0,0.0,0.0,0.0,0.0
Coa5,0.06816318,0.05300914,0.0,0.04617656,0.04617656,0.04617656,0.04617656,0.04752237,0.0,0.0,0.0,0.0,0.0,0.03193767,0.03193767,0.074499205,0.042561535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06648803,0.0,0.0,0.0,0.20030382,0.20030382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mgat4a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.073191844,0.0,0.0,0.05338732,0.05338732,0.05338732,0.0,0.0,0.0,0.0,0.0,0.0,0.06894596,0.06894596,0.09485204,0.09485204,0.0
2010300C02Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06021404,0.06021404,0.06021404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09388518,0.09388518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mitd1,0.0,0.05300914,0.0,0.0,0.0,0.0,0.04129188,0.04129188,0.08865777,0.047365885,0.047365885,0.047365885,0.045623235,0.045623235,0.041586418,0.05251055,0.05251055,0.05251055,0.0,0.11716421,0.17384717,0.056682955,0.0,0.0,0.0,0.05338732,0.120493434,0.120493434,0.07591912,0.07591912,0.0,0.0,0.09800883,0.19548148,0.19548148,0.0,0.0,0.0,0.11469269
Txndc9,0.22148247,0.5002823,0.31995606,0.25612482,0.25967416,0.24937707,0.39870563,0.45034292,0.3810685,0.248808,0.24701151,0.33528954,0.55599505,0.6128564,0.48404264,0.49464658,0.2726359,0.34535915,0.29284862,0.13463052,0.27631253,0.48306972,0.30305707,0.28010368,0.3247758,0.24840188,0.2737231,0.4320119,0.7160619,0.32227832,0.28316286,0.24915174,0.2416666,0.24477676,0.38057947,0.52780926,0.39644188,0.34378073,0.4058636
Rev1,0.04811693,0.04811693,0.0,0.0,0.0,0.037690617,0.037690617,0.037690617,0.037690617,0.04066055,0.04066055,0.04066055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10126877,0.0,0.0,0.15758894,0.15758894,0.0
Aff3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03840334,0.03840334,0.03193767,0.03193767,0.03193767,0.0,0.0,0.0,0.06578833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06894596,0.06894596,0.0,0.0,0.0
Rnf149,0.0,0.0,0.0,0.0,0.0,0.0,0.05636179,0.0,0.06021404,0.06021404,0.103333905,0.043119863,0.0,0.0,0.0,0.042561535,0.042561535,0.0,0.0,0.058513578,0.18408032,0.05575892,0.0,0.07329167,0.0815656,0.0815656,0.0,0.0,0.0,0.07728972,0.18174322,0.0,0.0,0.0,0.0,0.0,0.10956546,0.10956546,0.0
Fhl2,0.0,0.0,0.0,0.04617656,0.04617656,0.04617656,0.04617656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2747514,0.19755238,0.32010067,0.56080174,0.21700558,0.12644866,0.15054055,0.2905183,0.3884963,0.0,0.0,0.0
Uxs1,0.041276496,0.047244158,0.045015883,0.045015883,0.045015883,0.045015883,0.04129188,0.07860263,0.13881667,0.13850611,0.18162598,0.084101185,0.08504164,0.08504164,0.04058115,0.0,0.0,0.0,0.0,0.09518391,0.09518391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.079396665,0.09357689,0.0,0.0,0.0,0.0,0.0,0.11400145,0.11400145
Tex30,0.21670994,0.36662364,0.39064097,0.22219849,0.18164209,0.16740242,0.16367842,0.4206746,0.44865042,0.39500365,0.23767096,0.23500869,0.23210329,0.2190824,0.32337898,0.32435405,0.27935153,0.4067152,0.39396,0.2936969,0.05575892,0.30324835,0.5325831,0.47514,0.0815656,0.32854337,0.31633383,0.21944177,0.0,0.15586782,0.15586782,0.0,0.20052415,0.30688757,0.07815635,0.07815635,0.09485204,0.22586203,0.13100998
Kdelc1,0.04998771,0.09054411,0.0405564,0.09794325,0.05738684,0.05738684,0.05738684,0.058733877,0.058733877,0.058733877,0.0,0.0,0.0,0.0,0.04871967,0.04871967,0.04871967,0.0,0.0,0.0,0.0,0.0,0.0,0.07115915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Slc39a10,0.041276496,0.08747081,0.0,0.06262643,0.06262643,0.06262643,0.06262643,0.06262643,0.04282504,0.04282504,0.04282504,0.04434159,0.04910335,0.098309085,0.049205735,0.10616416,0.17134756,0.11438914,0.11438914,0.0,0.0,0.07292703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.094451346,0.0,0.0,0.0,0.0,0.0,0.0
Nab1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04767991,0.04767991,0.04767991,0.0,0.0,0.0,0.06594844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10538329,0.10538329,0.0,0.0
Inpp1,0.0,0.0405564,0.0405564,0.0405564,0.0,0.087937005,0.087937005,0.087937005,0.037690617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.064664,0.064664,0.064664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07586536,0.07586536,0.079396665,0.0,0.08609176,0.0,0.07959422,0.07959422,0.15758894,0.2431696,0.08558066
Pms1,0.048419934,0.037558895,0.037558895,0.0,0.0,0.0,0.04129188,0.04129188,0.04129188,0.040981326,0.083663225,0.083663225,0.0426819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08541938,0.08541938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Asnsd1,0.0,0.19535837,0.09510506,0.1304327,0.1304327,0.13610503,0.13610503,0.050246388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0815656,0.0815656,0.0,0.0,0.084825955,0.073576055,0.109881006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stk17b,0.0,0.0,0.109447636,0.109447636,0.109447636,0.109447636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05251055,0.05251055,0.05251055,0.0,0.0,0.0,0.0,0.0,0.0,0.06648803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.109056905,0.109056905,0.07815635,0.07815635,0.0,0.11400145,0.11400145
Gtf3c3,0.0,0.047244158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.049397033,0.049397033,0.049397033,0.0,0.0,0.0,0.0,0.06406618,0.0,0.11679766,0.056517042,0.10438271,0.0,0.06710611,0.06710611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10707339,0.10707339,0.0
Ankrd44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08084252,0.08084252,0.0,0.0,0.0,0.08970636,0.08970636,0.0,0.0,0.0,0.0
Sf3b1,0.6702365,0.66432756,0.5236342,0.49357012,0.5276208,0.54172754,0.5948995,0.6868676,0.68075144,0.55413157,0.4513761,0.5039675,0.6880706,0.7578729,0.7896482,0.7475763,0.7914431,0.6088801,0.6059656,0.4819621,0.55712295,0.6386863,0.48691863,0.5017825,0.22661245,0.24485102,0.38598937,0.6870693,0.4180998,0.2928225,0.4821002,0.4703447,0.45606542,0.09685143,0.36474282,0.6976043,0.6185938,0.74209654,0.8567892
Hspd1,1.3716925,1.4440336,1.4933288,1.3717929,1.3796077,1.3585894,1.452101,1.5031822,1.5411456,1.4537706,1.4206997,1.5026978,1.6104842,1.4024353,1.2221801,1.361806,1.6391279,1.773083,1.5777518,1.3964918,1.3097405,0.9638928,0.72660214,0.8577083,0.47255635,0.9633654,1.5180678,1.3378524,0.788441,0.48883563,0.71758646,0.27008083,0.33858344,0.7336678,0.85961145,0.8048283,0.86253905,0.6390857,0.74706465
4930558J18Rik,0.041276496,0.0405564,0.0405564,0.0405564,0.0,0.0,0.0,0.0,0.0,0.040981326,0.040981326,0.040981326,0.0,0.03193767,0.03193767,0.03193767,0.0,0.0,0.0,0.0,0.0,0.07292703,0.055645585,0.055645585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tyw5,0.08939342,0.15257762,0.1044607,0.0,0.04410572,0.04410572,0.04410572,0.04410572,0.043779757,0.0,0.0,0.03811326,0.16294643,0.16802037,0.12239714,0.13841458,0.19588187,0.05746728,0.05746728,0.06578833,0.0,0.05892406,0.056517042,0.056517042,0.0,0.0,0.0,0.062220484,0.062220484,0.0,0.0,0.09357689,0.0,0.0,0.0,0.0,0.0,0.08558066,0.20788705
Kctd18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09161128,0.09161128,0.09646221,0.09646221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Clk1,0.0,0.09495849,0.04457405,0.04457405,0.04457405,0.0,0.0,0.0,0.043779757,0.040981326,0.040981326,0.08532292,0.04058115,0.04058115,0.04058115,0.0,0.064664,0.064664,0.064664,0.0,0.06406618,0.0,0.10934967,0.26899108,0.06648803,0.0,0.0,0.06689876,0.0,0.0,0.10824626,0.0,0.094451346,0.0,0.0,0.0,0.0,0.0,0.0
Ppil3,0.13996913,0.118728824,0.118728824,0.04617656,0.04617656,0.04617656,0.04617656,0.10625625,0.16177295,0.21441776,0.24148566,0.123915024,0.21425045,0.27187496,0.22625172,0.13841967,0.064664,0.14078094,0.20313217,0.13846818,0.15670374,0.15156162,0.19776872,0.19435461,0.1846331,0.12866649,0.05338732,0.05338732,0.0,0.0,0.29373118,0.091028154,0.0,0.0,0.06894596,0.06894596,0.3301704,0.43473026,0.21809141
Orc2,0.09749797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05695842,0.114425704,0.05746728,0.05746728,0.06594844,0.0,0.0,0.0,0.0,0.09161128,0.09161128,0.0,0.0,0.0,0.0,0.0,0.0,0.08609176,0.10670096,0.0,0.0,0.0,0.0,0.0
Fam126b,0.0,0.053929687,0.053929687,0.10880299,0.10880299,0.10880299,0.10880299,0.06262643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07115915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tmem237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044478383,0.044478383,0.044478383,0.0,0.054573875,0.054573875,0.12882331,0.12882331,0.12882331,0.064664,0.12413388,0.19781086,0.13314685,0.13242167,0.13242167,0.091186404,0.091186404,0.10257828,0.24224484,0.13966656,0.11336951,0.26080164,0.20081946,0.1044535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sumo1,0.0,0.050384443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1044535,0.0,0.0,0.08970636,0.08970636,0.0,0.0,0.0,0.0
Wdr12,0.564959,0.5996294,0.42687297,0.26347226,0.25153843,0.42083824,0.5126004,0.7483169,0.6976845,0.7081732,0.70040154,0.5909776,0.7458081,0.519835,0.38983488,0.27162266,0.35909837,0.54528314,0.5169562,0.61889845,0.79213357,0.7602606,0.8101905,0.6629281,0.5349848,0.3878566,0.6968407,0.2068557,0.062220484,0.15215415,0.07857809,0.0,0.09800883,0.4246387,0.40239823,0.1675135,0.30369785,0.40471244,0.4245531
Raph1,0.054303553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.049397033,0.049397033,0.049397033,0.064664,0.064664,0.064664,0.06594844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.109056905,0.109056905,0.0,0.0,0.0,0.0,0.0
Gm4208,0.0,0.0,0.0,0.08585864,0.08585864,0.08585864,0.08585864,0.0,0.0,0.0,0.0,0.0,0.04910335,0.23505965,0.28599367,0.30136564,0.11540937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18082878,0.21882752,0.34873262,0.73864746,0.55250263,0.5106164,0.47428373,0.7678528,0.6795875,0.69046944,0.65690863,0.16432653,0.0,0.07362648,0.07362648
Ndufs1,0.17935918,0.08513045,0.1324016,0.39674574,0.35618934,0.3145905,0.3145905,0.29409814,0.15570316,0.15570316,0.06021404,0.10776339,0.10776339,0.0,0.0,0.042561535,0.16469282,0.2468329,0.2468329,0.07484134,0.25600544,0.18116409,0.06362837,0.07115915,0.078558825,0.0,0.0,0.10662681,0.20208478,0.118573606,0.2369555,0.271083,0.09800883,0.3065998,0.098630056,0.07912182,0.16707912,0.0,0.1223064
Klf7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037310746,0.11002408,0.11002408,0.11002408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.062351227,0.12829967,0.0715689,0.0715689,0.0,0.08634975,0.4039063,0.13860719,0.06710611,0.17639709,0.10929098,0.0,0.0,0.091028154,0.0,0.0,0.0,0.0,0.0,0.0,0.11469269
Mettl21a,0.0,0.0,0.0,0.0,0.04410572,0.04410572,0.04410572,0.04410572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07611694,0.07611694,0.07611694,0.0,0.0,0.0,0.0,0.0815656,0.0815656,0.0,0.0,0.0,0.0,0.16193363,0.08253697,0.094451346,0.10126877,0.0,0.0,0.0,0.0,0.0
Idh1,0.117077544,0.037558895,0.14700653,0.16683447,0.16683447,0.25477147,0.14532384,0.12807247,0.219139,0.17864993,0.22176981,0.12487143,0.0813514,0.04058115,0.089300826,0.04871967,0.10099694,0.052277274,0.0,0.0,0.10220523,0.1712982,0.1712982,0.08634975,0.14805363,0.16212265,0.08055705,0.0,0.0,0.07728972,0.07728972,0.0,0.0,0.1981202,0.09685143,0.0,0.0,0.0,0.0
Acadl,0.09653686,0.11291607,0.2086331,0.37670943,0.37670943,0.37670943,0.33169356,0.10084027,0.047365885,0.14099202,0.14099202,0.08834721,0.04058115,0.04058115,0.04058115,0.0,0.0,0.0,0.0,0.0,0.060852766,0.1337798,0.0,0.16320446,0.0,0.0,0.22744092,0.06710611,0.0,0.073576055,0.08253697,0.17247361,0.08993664,0.0,0.08862327,0.08862327,0.24921204,0.26514864,0.10455986
Lancl1,0.0,0.13606262,0.13606264,0.04457405,0.04457405,0.050246388,0.050246388,0.050246388,0.0,0.0,0.0426819,0.0426819,0.08830513,0.22032925,0.17470603,0.17470603,0.043187194,0.13558683,0.19793805,0.19793805,0.24672964,0.25487566,0.1293736,0.0,0.0815656,0.16698498,0.08541938,0.059982188,0.1408247,0.08084252,0.0,0.20340934,0.105891466,0.08970636,0.16786271,0.07815635,0.09485204,0.09485204,0.1223064
